Probe Set ID,CG Name,Gene Name,FBgn Number,GO
144901_at,CG1886,ATP7,FBgn0030343,0002164 // larval development // inferred from mutant phenotype /// 0006810 // transport // inferred from electronic annotation /// 0006825 // copper ion transport // inferred from mutant phenotype /// 0006825 // copper ion transport // inferred from electronic annotation /// 0006878 // cellular copper ion homeostasis // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0030001 // metal ion transport // inferred from electronic annotation /// 0048066 // pigmentation during development // inferred from mutant phenotype /// 0048085 // adult chitin-containing cuticle pigmentation // inferred from mutant phenotype
144903_at,CG10352,CG10352,FBgn0030348,0008152 // metabolic process // inferred from electronic annotation
144904_at,CG10353,CG10353,FBgn0030349,---
144907_at,CG18184,CG18184,FBgn0030356,---
144908_at,CG10362,CG10362,FBgn0030358,0007242 // intracellular signaling cascade // inferred from electronic annotation
144919_at,CG12722,CG12722,FBgn0030372,---
144920_at,CG12721,CG12721,FBgn0030373,---
144922_at,CG11356,CG11356,FBgn0030375,---
144927_s_at,CG18256,CG18256,FBgn0030380,---
144928_at,CG2590,CG2590,FBgn0030381,---
144929_at,CG18182,CG18182,FBgn0030382,---
144930_at,CG2578,CG2578,FBgn0030383,---
144934_at,CG10524,CG10524,FBgn0030387,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007242 // intracellular signaling cascade // inferred from electronic annotation
144946_at,CG11138,CG11138,FBgn0030400,---
144947_at,CG1855,CG1855,FBgn0030401,---
144952_at,CG11085,CG11085,FBgn0030408,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation"
144956_i_at,CG15726,CG15726,FBgn0030415,---
144957_r_at,CG15726,CG15726,FBgn0030415,---
144961_at,CG12717,CG12717,FBgn0030420,0006508 // proteolysis // inferred from electronic annotation
144964_at,CG18453,CG18453,FBgn0030423,0032259 // methylation // inferred from electronic annotation
144965_at,CG1627,CG1627,FBgn0030424,0007165 // signal transduction // inferred from electronic annotation
144966_at,CG3765,CG3765,FBgn0030426,0007165 // signal transduction // inferred from electronic annotation
144967_at,CG3761,CG3761,FBgn0030427,0007165 // signal transduction // inferred from electronic annotation
144976_at,CG12716,CG12716,FBgn0030439,---
144980_at,CG12715,CG12715,FBgn0030443,---
144986_at,CG4346,CG4346,FBgn0030450,0006644 // phospholipid metabolic process // inferred from electronic annotation /// 0016042 // lipid catabolic process // inferred from electronic annotation
144992_at,CG12723,CG12723,FBgn0030459,---
145001_at,CG15748,CG15748,FBgn0030475,---
145002_at,CG10617,CG10617,FBgn0030476,0007269 // neurotransmitter secretion // inferred from sequence or structural similarity
145007_at,CG12725,CG12725,FBgn0030483,0006464 // protein modification process // inferred from electronic annotation
145009_at,CG12726,CG12726,FBgn0030487,0006030 // chitin metabolic process // inferred from electronic annotation
145016_at,CG11816,CG11816,FBgn0030495,---
145019_at,CG11177,BthD,FBgn0030501,0006980 // redox signal response // non-traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007432 // salivary gland boundary specification // inferred from direct assay /// 0008340 // determination of adult life span // inferred from direct assay /// 0009790 // embryonic development // inferred from direct assay /// 0045454 // cell redox homeostasis // inferred from electronic annotation
145022_at,CG11164,CG11164,FBgn0030507,---
145024_at,CG11162,CG11162,FBgn0030509,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
145025_at,CG12177,CG12177,FBgn0030510,---
145026_at,CG11158,CG11158,FBgn0030511,---
145029_at,CG11134,CG11134,FBgn0030518,---
145030_at,CG11151,CG11151,FBgn0030519,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
145031_at,CG10990,CG10990,FBgn0030520,---
145032_at,CG11103,CG11103,FBgn0030522,---
145033_at,CG11104,CG11104,FBgn0030523,0006629 // lipid metabolic process // inferred from electronic annotation
145034_at,CG10993,CG10993,FBgn0030524,---
145035_at,CG10996,CG10996,FBgn0030525,0005975 // carbohydrate metabolic process // inferred from electronic annotation
145038_at,CG11071,CG11071,FBgn0030532,---
145042_at,CG11068,CG11068,FBgn0030536,---
145043_at,CG12480,CG12480,FBgn0030537,---
145044_i_at,CG13402,CG13402,FBgn0030538,---
145045_f_at,CG13402,CG13402,FBgn0030538,---
145046_at,CG11581,CG11581,FBgn0030540,---
145048_at,CG12481,CG12481,FBgn0030542,---
145049_at,CG11585,CG11585,FBgn0030543,---
145050_at,CG13403,CG13403,FBgn0030544,---
145051_at,CG11590,CG11590,FBgn0030545,0010038 // response to metal ion // inferred from electronic annotation
145058_at,CG1461,CG1461,FBgn0030558,0006519 // cellular amino acid and derivative metabolic process // inferred from electronic annotation /// 0009058 // biosynthetic process // inferred from electronic annotation /// 0009072 // aromatic amino acid family metabolic process // inferred from electronic annotation /// 0030001 // metal ion transport // inferred from electronic annotation
145059_at,CG13404,CG13404,FBgn0030559,---
145069_at,CG12540,CG12540,FBgn0030570,---
145070_at,CG14414,CG14414,FBgn0030571,---
145078_at,CG14411,CG14411,FBgn0030582,---
145079_at,CG14410,CG14410,FBgn0030583,---
145080_at,CG14407,CG14407,FBgn0030584,0045454 // cell redox homeostasis // inferred from electronic annotation
145081_i_at,CG14409,CG14409,FBgn0030585,---
145082_at,CG12539,CG12539,FBgn0030586,0006066 // cellular alcohol metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
145088_at,CG14406,CG14406,FBgn0030595,---
145089_at,CG12398,CG12398,FBgn0030596,0006066 // cellular alcohol metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
145119_at,CG11655,CG11655,FBgn0030638,0006814 // sodium ion transport // inferred from electronic annotation
145130_at,CG15645,cerv,FBgn0030657,---
145138_at,CG12708,CG12708,FBgn0030666,---
145145_at,CG12379,CG12379,FBgn0030676,---
145148_at,CG12380,CG12380,FBgn0030682,---
145154_at,CG12383,CG12383,FBgn0030690,---
145157_at,CG9020,Aats-arg,FBgn0030698,0006412 // translation // inferred from electronic annotation /// 0006418 // tRNA aminoacylation for protein translation // inferred from electronic annotation /// 0006420 // arginyl-tRNA aminoacylation // inferred from electronic annotation /// 0006420 // arginyl-tRNA aminoacylation // non-traceable author statement
145166_at,CG9163,CG9163,FBgn0030714,0006508 // proteolysis // inferred from electronic annotation
145169_at,CG12698,CG12698,FBgn0030721,---
145170_at,CG12395,CG12395,FBgn0030722,---
145180_at,CG13957,CG13957,FBgn0030739,---
145181_at,CG3692,CalpC,FBgn0030741,0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // non-traceable author statement
145191_s_at,CG9819,CanA-14F,FBgn0030758,0006470 // protein amino acid dephosphorylation // inferred from sequence or structural similarity /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0007143 // female meiosis // inferred from mutant phenotype /// 0035220 // wing disc development // inferred from mutant phenotype /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
145192_at,CG13014,CG13014,FBgn0030759,---
145199_at,CG13012,CG13012,FBgn0030769,---
145200_at,CG13010,CG13010,FBgn0030770,---
145201_at,CG13011,CG13011,FBgn0030771,---
145203_at,CG13009,CG13009,FBgn0030779,---
145204_at,CG13008,CG13008,FBgn0030780,---
145216_at,CG13005,CG13005,FBgn0030794,---
145218_at,CG13004,CG13004,FBgn0030797,---
145219_at,CG13003,CG13003,FBgn0030798,---
145220_at,CG13002,CG13002,FBgn0030804,---
145221_at,CG13001,CG13001,FBgn0030806,---
145222_at,CG13000,CG13000,FBgn0030807,---
145224_at,CG12433,CG12433,FBgn0030811,---
145228_at,CG8936,Arpc3B,FBgn0030818,0007015 // actin filament organization // non-traceable author statement /// 0030833 // regulation of actin filament polymerization // inferred from electronic annotation
145229_at,CG8926,CG8926,FBgn0030819,---
145233_at,CG12995,CG12995,FBgn0030826,---
145236_at,CG12998,CG12998,FBgn0030829,---
145238_at,CG12997,CG12997,FBgn0030831,---
145239_at,CG10597,CG10597,FBgn0030832,---
145241_at,CG12996,CG12996,FBgn0030835,---
145246_at,CG12432,CG12432,FBgn0030843,---
145248_at,CG12992,CG12992,FBgn0030846,---
145249_at,CG12991,CG12991,FBgn0030847,---
145253_at,CG12990,CG12990,FBgn0030859,---
145256_at,CG12987,CG12987,FBgn0030862,---
145262_at,CG12986,CG12986,FBgn0030868,---
145268_at,CG12985,CG12985,FBgn0030881,---
145272_at,CG12672,CG12672,FBgn0030886,---
145278_at,CG12612,CG12612,FBgn0030896,---
145280_at,CG12611,Andorra,FBgn0030898,---
145288_at,CG15063,CG15063,FBgn0030906,---
145302_at,CG15049,CG15049,FBgn0030923,---
145309_at,CG6335,Aats-his,FBgn0030934,0006412 // translation // inferred from electronic annotation /// 0006418 // tRNA aminoacylation for protein translation // inferred from electronic annotation /// 0006427 // histidyl-tRNA aminoacylation // inferred from electronic annotation /// 0006427 // histidyl-tRNA aminoacylation // non-traceable author statement
145314_r_at,CG15041,CG15041,FBgn0030939,---
145321_at,CG6857,CG6857,FBgn0030950,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation
145323_at,CG12609,CG12609,FBgn0030952,---
145324_at,CG6881,CCKLR-17D3,FBgn0030953,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
145325_at,CG6894,CCKLR-17D3,FBgn0030954,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
145339_at,CG14190,CG14190,FBgn0030979,---
145341_i_at,CG14191,CG14191,FBgn0030981,---
145342_r_at,CG14191,CG14191,FBgn0030981,---
145348_at,CG7531,CG7531,FBgn0030988,0007165 // signal transduction // inferred from electronic annotation
145352_at,CG14193,CG14193,FBgn0030994,---
145354_at,CG14194,CG14194,FBgn0030996,---
145356_at,CG14195,CG14195,FBgn0030998,---
145359_at,CG14196,CG14196,FBgn0031002,---
145364_at,CG8082,CG8082,FBgn0031013,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation
145365_at,CG8109,CG8109,FBgn0031014,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation
145368_at,CG12203,CG12203,FBgn0031021,0022900 // electron transport chain // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
145369_at,CG14200,CG14200,FBgn0031023,---
145371_at,CG12231,CG12231,FBgn0031026,---
